no_months,age,gender,income,no_months_ctr,no_months_ctr_end,phones,age_head_hh,edu_head_hh,income_head_hh,house_type,work_situation,no_calls,no_minutes,no_msgs,no_calls6,no_minutes6,no_msgs6,servcon,acq_costs,switch
26,51,V,17.11,9,14.000,4,4,1,3,2,1,17,68.43,24,32,126.13,14,0,400.00,0
72,39,M,26.28,9,14.000,3,3,1,2,4,1,28,68.48,3,20,24.72,5,0,400.00,0
50,47,V,33.60,17,-4.000,3,4,3,5,1,1,30,37.77,11,49,49.08,8,0,400.00,0
49,,,153.35,22,9.000,7,4,1,2,2,1,522,971.88,44,638,1050.47,61,0,400.00,0
36,42,V,17.70,24,0.000,1,4,3,5,1,1,30,11.18,14,22,9.12,19,0,400.00,0
46,25,M,26.23,8,3.000,2,4,1,5,1,1,87,66.08,25,108,110.88,25,0,400.00,0
61,41,V,28.52,25,-1.000,3,,,,,,68,186.27,65,122,169.68,78,1,400.00,0
70,30,V,24.96,23,0.000,2,3,2,3,2,1,22,46.07,97,24,19.48,69,0,400.00,0
45,25,M,46.61,11,14.000,3,4,2,2,4,1,77,86.10,82,76,84.65,91,0,400.00,0
45,44,M,81.01,23,2.000,2,3,3,4,4,1,66,155.43,65,58,117.32,32,0,400.00,0
43,43,V,23.41,26,3.000,1,3,2,4,3,1,65,108.00,32,70,178.15,33,0,400.00,0
43,,,72.82,31,-7.000,1,3,2,2,2,1,239,334.95,18,266,397.52,37,0,400.00,0
43,21,V,36.66,31,-7.000,5,3,2,4,1,1,80,115.23,299,55,79.20,318,0,400.00,0
43,58,M,12.36,31,-7.000,1,5,1,4,3,1,27,35.35,5,38,81.03,1,0,400.00,0
42,52,M,54.63,30,-6.000,1,4,1,5,3,1,67,245.43,84,96,184.33,157,0,400.00,0
42,25,M,38.47,30,-6.000,1,4,1,5,2,1,58,166.28,7,39,113.62,9,0,400.00,0
29,,,256.34,17,6.000,4,6,1,5,1,3,492,493.67,20,581,657.63,18,0,400.00,0
42,32,M,16.51,30,-6.000,2,3,3,4,4,1,9,3.17,0,10,20.50,2,0,400.00,0
41,69,M,9.13,29,-5.000,1,6,1,3,3,3,3,2.05,2,4,3.35,1,0,400.00,0
41,33,M,41.53,29,-5.000,2,2,3,5,4,1,135,209.42,14,111,163.82,19,0,400.00,0
41,32,M,36.85,29,-5.000,4,6,2,3,4,5,75,215.63,25,117,280.28,16,0,400.00,0
41,21,M,17.24,29,-5.000,4,1,1,4,2,1,46,84.42,37,41,50.45,54,0,400.00,0
41,22,V,26.93,29,-5.000,1,1,3,5,2,4,78,62.60,107,82,106.93,69,0,400.00,0
41,49,M,11.43,29,-5.000,2,4,3,5,4,1,32,13.22,8,86,138.98,32,0,400.00,0
117,60,V,15.51,29,3.000,1,5,1,5,1,1,50,55.45,7,66,85.10,13,0,400.00,0
40,48,V,14.19,28,-4.000,3,4,1,5,2,1,15,28.05,0,22,29.13,1,0,400.00,0
40,,,42.02,28,-4.000,6,3,2,2,5,1,0,0.00,0,189,249.18,17,0,400.00,0
40,53,M,31.40,28,-4.000,4,4,2,4,4,1,54,66.07,76,47,53.60,60,0,400.00,0
40,46,V,15.59,28,-4.000,1,6,1,4,1,3,41,49.73,108,32,21.95,113,0,400.00,0
39,,,172.16,17,8.000,5,0,0,0,0,0,182,416.73,161,194,432.25,110,0,400.00,0
40,,,79.83,28,-16.000,1,0,0,0,0,0,168,252.68,6,153,195.97,12,0,400.00,0
40,42,M,52.89,28,-4.000,2,5,2,4,4,1,57,30.78,42,52,31.43,87,0,400.00,0
40,27,M,38.86,28,-4.000,2,2,2,3,4,1,136,114.88,3,130,125.55,14,0,400.00,0
40,22,V,31.18,28,-4.000,2,1,3,5,1,4,26,159.82,30,33,184.02,17,0,400.00,0
40,27,V,141.83,28,-4.000,5,3,2,3,4,1,91,681.23,164,127,599.35,219,0,400.00,0
34,39,V,32.35,14,9.000,2,4,2,2,3,1,163,146.18,71,241,153.90,52,0,400.00,0
75,,,44.79,14,11.000,4,5,3,5,3,1,142,332.65,30,191,364.80,18,1,400.00,0
39,46,M,24.44,27,-3.000,1,4,3,4,4,1,57,134.08,13,87,212.45,28,0,400.00,0
39,22,V,15.46,27,-3.000,1,4,2,2,4,1,42,103.23,104,52,107.38,102,0,400.00,0
39,,,39.39,27,-3.000,1,6,1,2,1,5,106,154.77,124,85,96.05,149,0,400.00,0
38,,,15.51,26,-2.000,1,5,1,2,1,1,55,60.23,3,91,145.47,4,0,400.00,0
38,,,64.48,26,-2.000,1,0,0,0,0,0,139,116.12,141,110,116.15,65,0,400.00,0
38,33,M,21.98,26,-2.000,1,2,1,3,2,1,17,13.52,8,30,18.28,11,0,400.00,0
38,47,V,37.38,26,-2.000,1,4,1,3,1,1,48,77.02,260,69,113.70,241,0,400.00,0
38,46,M,26.01,26,-2.000,2,3,2,3,2,1,59,41.77,14,72,50.82,17,0,400.00,0
38,,,37.19,26,-2.000,1,3,1,5,1,1,165,159.62,30,118,102.97,34,0,400.00,0
38,26,V,45.48,26,-2.000,1,3,2,2,5,1,196,209.00,12,171,215.62,34,0,400.00,0
83,54,M,17.27,8,15.000,1,4,3,5,4,1,15,32.60,3,21,37.97,5,0,400.00,0
37,21,V,20.97,25,-1.000,3,2,3,1,5,4,12,16.02,35,48,105.47,36,0,400.00,0
37,59,M,15.76,25,-1.000,1,5,3,4,3,1,6,3.92,21,19,38.60,18,0,400.00,0
37,44,M,16.46,25,-1.000,2,4,3,3,2,1,44,19.20,238,40,23.42,183,0,400.00,0
37,,,41.36,25,-1.000,1,6,3,5,2,5,140,203.63,107,181,239.33,95,0,400.00,0
36,30,M,37.23,25,-1.000,4,2,1,3,3,1,108,70.72,21,114,78.98,20,0,400.00,0
36,,,113.00,24,-1.000,5,5,3,5,1,1,652,656.35,12,637,683.95,17,0,400.00,0
36,28,V,23.87,24,0.000,1,2,1,3,3,1,76,86.53,33,73,79.52,33,0,400.00,0
36,29,M,31.49,24,0.000,3,2,1,4,4,1,104,95.88,83,134,132.78,61,0,400.00,0
36,57,M,15.17,24,0.000,2,4,3,5,4,1,18,37.57,1,23,63.72,2,0,400.00,0
36,35,V,87.69,24,0.000,2,2,2,1,5,2,186,529.95,203,181,513.02,264,0,400.00,0
36,49,V,32.74,24,0.000,3,1,1,3,3,4,88,64.58,289,83,65.68,205,0,400.00,0
36,68,M,12.78,24,0.000,2,6,1,5,1,3,2,9.30,0,1,3.88,4,0,400.00,0
36,31,V,14.10,24,0.000,2,2,1,3,1,1,25,24.23,4,28,24.50,8,0,400.00,0
36,43,M,12.08,24,0.000,1,3,3,5,3,1,25,48.62,3,31,76.70,2,0,400.00,0
36,25,M,33.26,24,0.000,1,2,2,4,1,1,102,109.28,28,124,133.55,37,0,400.00,0
36,23,V,19.54,24,0.000,3,3,2,3,1,1,29,18.23,240,36,28.32,363,0,400.00,0
35,26,M,50.13,23,0.000,4,4,2,2,4,1,236,247.82,42,341,371.47,26,0,400.00,0
35,31,V,31.10,23,0.000,1,2,3,5,4,1,77,198.85,5,81,184.12,4,0,400.00,0
35,30,M,59.69,23,0.000,1,3,2,4,4,1,101,268.07,331,176,505.82,727,0,400.00,0
35,43,V,4.42,23,0.000,3,3,2,2,5,1,20,36.95,29,33,63.47,50,0,400.00,0
35,26,M,71.69,23,0.000,3,1,3,5,1,4,283,248.10,105,309,305.07,94,0,400.00,0
35,42,V,28.28,23,0.000,3,3,3,3,2,1,19,10.08,248,29,35.05,255,0,400.00,0
35,54,M,10.40,23,0.000,1,4,1,5,2,1,10,26.42,0,32,46.28,2,0,400.00,0
35,62,M,17.09,23,0.000,1,5,1,5,1,1,5,11.63,20,4,3.95,21,0,400.00,0
34,26,M,36.88,22,1.000,2,2,3,1,5,4,152,272.50,77,73,128.07,29,0,400.00,0
34,27,M,44.40,22,1.000,1,2,2,1,4,2,94,289.10,39,111,261.85,45,0,400.00,0
34,34,M,15.07,22,1.000,2,2,3,4,2,1,50,67.97,29,41,56.30,31,0,400.00,0
33,28,V,23.53,21,2.000,1,4,1,5,2,1,24,62.65,182,42,107.53,228,0,400.00,0
33,31,M,7.29,21,2.000,2,2,1,1,4,1,17,24.38,4,35,39.73,17,0,400.00,0
33,27,M,43.41,21,2.000,6,,,,,,235,293.42,80,308,449.17,98,0,400.00,0
33,30,V,33.70,21,2.000,2,2,3,3,2,1,165,183.72,42,167,197.20,64,1,400.00,0
33,22,V,59.59,21,2.000,1,1,3,5,3,4,63,208.90,59,66,278.62,82,0,400.00,0
33,46,M,18.27,21,2.000,4,4,2,4,1,1,68,34.43,10,55,29.38,17,0,400.00,0
33,40,V,13.81,21,2.000,1,3,2,4,3,1,58,74.12,43,46,101.85,46,0,400.00,0
32,,,209.15,20,3.000,5,6,1,2,2,5,289,314.72,13,307,456.73,76,0,400.00,0
32,,,74.57,20,3.000,1,5,1,1,1,2,189,494.68,4,238,718.12,8,0,400.00,0
32,30,M,11.82,20,3.000,1,2,3,4,4,1,45,67.33,20,67,83.23,20,0,400.00,0
32,46,M,195.81,20,3.000,1,4,2,4,3,1,225,992.35,83,174,434.45,79,0,400.00,0
32,42,V,12.04,20,3.000,1,3,3,3,1,1,31,37.38,77,47,70.52,101,0,400.00,0
31,46,M,23.76,19,4.000,1,6,2,3,2,5,173,80.75,9,179,70.58,14,0,400.00,0
31,39,V,15.94,19,4.000,2,3,1,5,1,1,51,15.75,120,106,129.12,207,0,400.00,0
31,53,M,1.19,19,4.000,1,4,1,3,3,1,29,51.67,2,36,59.25,40,1,400.00,0
143,64,M,27.50,19,4.000,2,5,1,5,2,5,58,77.00,2,84,87.90,9,0,400.00,0
31,49,V,10.71,19,4.000,1,4,3,5,2,1,39,31.70,107,43,61.68,87,0,400.00,0
31,69,M,55.21,19,-7.000,1,6,1,3,3,3,129,333.17,1,162,334.03,2,0,400.00,0
31,,,42.96,19,4.000,1,3,2,2,4,1,65,272.02,3,55,179.55,16,0,400.00,0
31,32,M,229.84,19,-7.000,4,2,1,3,2,1,349,1091.90,253,302,873.07,260,0,400.00,0
31,20,V,23.41,19,4.000,1,1,3,5,3,4,36,14.65,88,55,38.73,85,0,400.00,0
31,64,V,15.92,19,4.000,3,5,1,5,1,1,34,52.42,4,64,69.93,2,0,400.00,0
30,35,V,43.31,18,5.000,2,5,3,5,1,1,183,283.60,26,160,265.92,53,0,400.00,0
30,32,M,21.90,18,-6.000,1,4,3,5,4,1,36,57.95,17,40,54.30,24,0,400.00,0
30,35,V,119.61,18,5.000,1,2,3,5,3,1,122,583.55,51,54,181.63,35,0,400.00,0
30,20,M,21.03,18,5.000,2,4,2,4,4,1,123,48.90,145,232,126.83,175,0,400.00,0
67,60,M,30.32,17,12.000,1,2,3,5,4,1,31,91.82,44,53,88.53,50,0,400.00,0
29,21,M,14.50,17,6.000,1,4,1,5,1,1,15,7.28,9,19,8.77,11,0,400.00,0
29,52,V,36.31,17,6.000,1,4,1,2,2,1,21,53.75,2,19,70.23,4,0,400.00,0
29,35,V,26.48,17,6.000,1,3,2,2,4,1,61,76.28,27,70,110.52,51,0,400.00,0
29,,,11.53,17,-5.000,1,5,2,3,4,1,13,13.93,1,21,17.40,6,0,400.00,0
29,49,M,26.06,17,6.000,1,1,2,4,4,4,72,51.55,188,72,40.42,212,0,400.00,0
28,42,M,24.15,16,7.000,1,1,2,4,2,4,11,8.30,3,31,38.23,3,0,400.00,0
25,,,30.50,13,-1.000,1,5,2,2,4,1,8,3.77,102,11,5.93,110,0,400.00,0
28,20,M,17.34,16,7.000,2,3,2,4,3,1,67,43.52,19,66,41.35,23,0,400.00,0
28,43,M,21.49,16,7.000,1,3,3,5,4,1,36,12.62,195,64,26.10,119,0,400.00,0
28,24,V,27.16,16,7.000,2,1,1,2,4,1,66,133.13,47,119,203.87,65,0,400.00,0
28,,,19.19,16,7.000,1,3,3,5,2,1,48,38.83,0,72,91.82,1,0,400.00,0
27,22,V,20.29,15,8.000,1,4,3,5,4,1,44,73.03,175,74,121.17,222,0,400.00,0
27,39,V,23.71,15,8.000,1,3,3,2,4,1,51,47.97,274,61,58.30,293,0,400.00,0
27,,,48.40,15,8.000,1,4,3,5,1,1,106,121.42,31,71,100.78,12,0,400.00,0
27,36,V,22.58,15,8.000,1,3,2,3,2,1,74,106.18,11,72,91.98,19,0,400.00,0
27,65,M,18.34,15,8.000,1,5,1,3,1,1,34,21.02,1,56,54.28,3,0,400.00,0
26,34,M,14.33,14,9.000,2,2,1,3,2,1,49,104.30,11,60,176.75,30,0,400.00,0
26,44,M,18.29,14,9.000,1,3,2,3,1,1,20,9.73,87,59,25.22,243,0,400.00,0
26,47,M,38.82,14,9.000,1,4,3,5,3,1,21,33.08,7,12,13.25,2,0,400.00,0
26,67,M,14.42,14,9.000,1,6,1,3,3,3,98,45.63,75,126,76.00,60,0,400.00,0
26,84,V,21.88,14,9.000,1,4,2,2,4,1,63,179.32,0,37,109.60,6,0,400.00,0
127,63,M,43.43,14,-2.000,1,2,3,4,3,1,76,110.48,12,64,84.65,26,0,400.00,0
26,30,M,19.30,14,9.000,1,3,3,4,3,1,40,33.42,9,34,26.97,15,0,400.00,0
26,52,V,39.41,14,9.000,2,4,2,3,4,1,42,46.58,31,49,61.75,36,0,400.00,0
22,49,M,21.30,10,13.000,1,4,1,1,3,1,105,110.12,0,96,123.68,3,0,400.00,0
25,,,52.24,13,10.000,1,1,1,3,3,1,162,221.57,49,168,324.50,121,0,400.00,0
25,43,M,16.97,13,10.000,2,4,1,5,1,1,59,44.70,29,112,171.03,74,0,400.00,0
24,72,V,10.67,12,11.000,1,6,3,2,4,3,9,40.62,1,6,24.37,1,0,400.00,0
24,46,M,41.45,12,11.000,1,4,3,3,2,1,303,155.02,248,313,150.97,98,1,400.00,0
24,34,V,24.75,12,11.000,1,5,1,1,2,2,73,86.68,5,89,102.08,4,0,400.00,0
24,29,M,9.34,12,11.000,1,1,2,2,5,4,52,63.83,0,51,112.97,2,0,400.00,0
23,21,M,18.79,11,12.000,1,4,1,3,1,1,134,92.85,91,81,42.60,108,0,400.00,0
23,33,M,22.33,11,12.000,1,2,2,4,4,1,33,57.22,146,26,34.50,146,0,400.00,0
23,41,M,12.86,11,12.000,2,5,3,5,3,1,13,16.40,73,18,19.12,48,0,400.00,0
23,27,M,50.68,11,12.000,0,4,1,3,3,1,4,8.73,6,2,3.03,2,0,400.00,0
23,48,V,44.75,11,12.000,1,4,3,5,1,1,111,201.07,116,117,364.17,345,0,400.00,0
23,23,M,11.97,11,12.000,0,6,2,4,4,1,3,2.33,7,1,1.63,3,0,400.00,0
23,,,11.80,11,12.000,5,4,1,5,1,1,110,84.98,10,98,90.50,5,0,400.00,0
23,21,V,25.66,11,0.000,2,,,,,,70,92.20,53,43,76.75,41,0,400.00,0
22,22,M,23.99,10,13.000,1,4,1,2,4,1,248,164.00,27,212,126.90,29,0,400.00,0
22,45,V,44.18,10,13.000,1,,,,,,172,303.27,104,87,155.97,65,0,400.00,0
22,59,M,7.98,10,13.000,1,,,,,,7,6.98,2,6,6.70,2,0,400.00,0
22,33,V,0.97,10,13.000,1,,,,,,23,56.13,362,22,45.78,406,0,400.00,0
22,47,M,9.62,10,13.000,1,,,,,,278,153.07,35,341,190.80,74,0,400.00,0
22,,,-6.17,10,13.000,8,,,,,,0,0.00,0,524,362.07,111,0,400.00,0
22,26,V,11.90,10,13.000,1,,,,,,20,7.95,20,23,8.23,23,0,400.00,0
39,35,M,126.56,27,-3.000,4,4,3,5,4,1,0,0.00,0,82,93.27,48,0,400.00,1
43,34,M,225.04,26,3.000,2,2,2,1,4,2,0,0.00,0,79,162.23,86,0,400.00,1
41,30,M,2.26,29,-17.000,4,3,2,3,2,1,0,0.00,0,48,186.50,3,0,400.00,1
40,35,M,87.30,28,-4.000,6,5,1,1,3,2,0,0.00,0,97,128.85,1,0,400.00,1
39,34,M,89.73,27,-3.000,1,5,2,2,4,2,0,0.00,0,69,73.03,50,0,400.00,1
37,39,V,10.26,25,-1.000,3,5,2,2,4,1,0,0.00,0,50,81.68,47,0,400.00,1
37,22,V,389.49,25,-1.000,3,6,2,3,4,5,0,0.00,0,107,315.95,436,0,400.00,1
35,32,M,-6.76,23,-11.000,4,2,2,3,2,1,5,2.02,0,277,328.55,20,0,400.00,1
35,43,V,197.64,23,0.000,3,3,2,3,4,1,0,0.00,0,15,15.65,9,0,400.00,1
34,24,M,10.51,22,-10.000,1,4,1,3,2,1,0,0.00,0,88,57.68,198,0,400.00,1
34,,,149.13,22,1.000,1,4,1,2,2,1,0,0.00,0,238,262.00,162,0,400.00,1
34,50,M,30.23,22,-10.000,3,6,2,3,3,5,0,0.00,0,22,60.48,2,0,400.00,1
33,27,M,264.13,21,2.000,1,2,3,1,5,4,0,0.00,0,141,339.18,175,0,400.00,1
32,39,M,166.78,20,3.000,2,3,3,5,3,1,0,0.00,0,10,15.22,1,0,400.00,1
31,44,M,288.87,19,4.000,1,3,2,2,1,1,0,0.00,0,51,69.52,53,0,400.00,1
31,21,V,211.80,19,4.000,2,1,3,2,4,4,0,0.00,0,79,24.13,183,0,400.00,1
23,22,M,370.36,11,12.000,0,4,2,1,4,2,0,0.00,0,6,105.12,1,0,400.00,1
22,33,M,-15.26,10,13.000,1,,,,,,0,0.00,0,9,23.05,1,0,400.00,1
95,31,M,25.85,26,-2.000,1,2,3,5,4,1,93,109.08,23,90,181.10,18,0,400.00,0
87,53,M,22.67,22,1.000,1,4,1,2,3,1,40,57.55,5,77,162.32,5,0,400.00,0
75,40,M,14.50,27,-3.000,2,3,2,3,2,1,21,31.42,18,26,49.62,31,0,400.00,0
80,,,39.70,19,4.000,3,3,2,3,2,1,12,15.70,113,19,30.63,128,0,400.00,0
33,45,M,47.33,21,-9.000,2,3,2,2,4,1,253,174.35,70,177,129.70,46,0,400.00,0
36,30,V,45.86,24,0.000,2,2,3,5,5,1,98,262.12,102,97,248.83,122,0,400.00,0
58,33,M,110.85,20,3.000,5,2,2,1,4,2,255,511.82,292,212,477.10,268,0,400.00,0
41,48,V,25.21,10,13.000,2,6,2,2,5,3,24,18.03,6,16,12.35,3,0,400.00,0
43,30,M,145.57,31,-7.000,2,2,2,2,5,1,108,44.93,4,114,74.15,6,0,400.00,0
43,44,V,23.66,26,3.000,5,4,1,2,3,1,50,15.33,268,61,13.47,235,0,400.00,0
43,28,M,20.33,31,-7.000,3,,,,,,55,99.78,2,74,122.93,5,0,400.00,0
43,54,M,43.48,31,-7.000,5,4,1,5,2,1,71,94.95,50,93,135.22,202,0,400.00,0
42,37,V,21.73,31,-7.000,1,3,1,2,3,1,32,57.73,32,68,126.53,30,0,400.00,0
40,54,M,59.93,28,-4.000,1,4,3,5,4,1,162,179.07,141,184,198.72,52,0,400.00,0
41,51,M,21.29,29,-5.000,1,5,2,2,5,2,20,10.03,53,23,19.18,59,0,400.00,0
40,24,V,15.38,16,7.000,2,2,2,3,4,1,46,34.20,97,52,72.35,68,0,400.00,0
40,23,V,17.44,28,-4.000,3,1,3,4,1,4,63,59.82,37,77,96.40,39,0,400.00,0
40,41,M,12.41,28,-4.000,1,3,2,2,2,1,26,23.87,0,29,44.92,1,0,400.00,0
40,53,M,14.18,28,-4.000,2,2,2,1,5,2,46,63.25,0,44,51.02,2,0,400.00,0
40,40,M,11.14,28,-4.000,1,3,3,4,4,1,41,55.80,6,93,170.07,7,0,400.00,0
39,29,M,18.87,28,-4.000,2,3,2,2,5,1,118,90.63,88,130,99.22,121,0,400.00,0
39,25,V,14.45,27,-3.000,1,2,3,5,1,1,82,96.70,65,112,131.70,65,0,400.00,0
39,28,M,30.15,27,-3.000,3,2,2,1,5,2,72,143.45,34,75,127.85,89,0,400.00,0
38,49,V,17.37,26,-2.000,2,4,2,2,4,1,51,122.12,39,78,166.23,52,0,400.00,0
38,33,M,25.52,26,-2.000,1,5,3,5,1,1,73,125.05,12,65,112.55,7,0,400.00,0
38,46,V,27.01,26,-2.000,4,6,3,3,1,5,41,43.22,86,37,26.87,93,1,400.00,0
37,38,M,19.36,25,-1.000,2,3,3,4,4,1,52,90.13,12,48,73.80,11,0,400.00,0
37,25,V,16.09,25,-1.000,1,1,2,3,4,4,95,92.80,16,116,153.35,29,0,400.00,0
24,42,V,32.46,12,11.000,2,3,3,5,4,1,136,74.75,95,132,176.03,111,0,400.00,0
37,23,V,12.95,25,-1.000,3,4,1,4,3,1,37,25.93,5,87,71.07,16,0,400.00,0
37,46,M,17.74,25,-1.000,1,4,2,2,5,1,20,14.37,70,16,18.05,110,1,400.00,0
36,23,V,20.08,24,0.000,1,,,,,,42,102.17,116,81,123.00,89,0,400.00,0
34,42,M,37.16,22,1.000,3,,,,,,37,37.10,2,58,70.90,1,0,400.00,0
33,39,V,78.54,21,2.000,7,4,3,5,5,1,132,409.03,72,115,289.78,206,0,400.00,0
33,22,V,105.18,21,2.000,3,1,1,5,1,4,169,299.18,333,132,192.10,258,0,400.00,0
33,21,M,23.71,21,2.000,1,4,2,4,4,1,81,82.72,135,102,64.70,115,0,400.00,0
31,51,M,-6.25,19,4.000,1,4,3,5,1,1,185,77.45,35,177,78.50,38,0,400.00,0
31,21,M,9.06,19,4.000,2,4,3,3,1,1,71,43.10,39,94,72.97,42,0,400.00,0
25,43,V,19.88,13,10.000,1,5,2,2,4,1,56,33.07,17,50,26.60,22,0,400.00,0
24,46,V,-10.50,12,11.000,1,3,2,3,4,1,17,1.67,0,176,215.10,56,0,400.00,0
24,24,V,59.80,12,11.000,1,2,1,4,3,1,115,150.95,38,121,170.23,61,0,400.00,0
23,,,97.19,11,0.000,3,3,3,5,1,1,895,1182.62,40,605,876.90,38,0,400.00,0
22,29,M,22.89,10,13.000,1,2,2,1,4,1,68,72.65,3,25,28.88,1,0,400.00,0
93,22,M,10.81,25,-13.000,2,2,1,2,1,1,0,0.00,0,33,29.43,33,0,375.00,1
89,55,M,19.86,25,-13.000,3,4,1,5,1,1,0,0.00,0,48,71.80,35,0,375.00,1
83,33,M,-3.93,26,-14.000,6,2,3,4,4,1,1,2.08,0,101,88.02,9,0,375.00,1
84,34,V,52.61,25,-13.000,4,2,3,5,1,1,0,0.00,4,51,217.93,62,0,375.00,1
49,35,M,3.63,37,-13.000,1,2,2,2,4,1,0,0.00,0,10,9.32,2,0,375.00,1
89,,,-0.49,45,-18.000,5,3,3,5,2,1,0,0.00,0,19,16.68,3,0,375.00,1
82,42,V,-7.40,25,-13.000,4,3,3,2,4,1,0,0.00,0,49,91.12,1,0,375.00,1
84,35,M,10.05,24,-12.000,3,2,3,4,5,1,0,0.00,0,78,110.65,5,0,375.00,1
73,55,V,8.27,33,-9.000,1,0,0,0,0,0,0,0.00,0,7,6.07,3,0,375.00,1
57,24,M,9.00,25,-13.000,3,,,,,,0,0.00,0,5,2.48,1,0,375.00,1
45,46,M,8.05,33,-9.000,2,2,3,2,5,1,0,0.00,0,17,37.10,1,0,375.00,1
41,29,M,82.41,29,-5.000,1,2,1,3,3,1,0,0.00,0,37,41.62,5,0,375.00,1
36,35,M,521.28,24,0.000,1,2,1,3,1,1,0,0.00,0,45,163.30,23,0,375.00,1
35,52,M,-0.72,23,-11.000,2,4,2,3,5,1,0,0.00,0,9,3.55,1,0,375.00,1
33,46,V,5.85,21,-9.000,1,6,3,5,2,5,0,0.00,0,15,8.27,25,0,375.00,1
33,,,165.59,21,2.000,1,3,1,1,4,1,0,0.00,0,132,198.75,10,0,375.00,1
31,46,V,266.63,19,4.000,4,4,2,2,4,1,0,0.00,0,59,45.95,64,0,375.00,1
30,57,V,813.84,18,5.000,1,5,1,3,2,1,0,0.00,0,394,321.10,29,0,375.00,1
30,,,509.62,18,5.000,2,4,1,1,3,2,0,0.00,0,71,58.92,34,0,375.00,1
30,41,V,242.78,18,6.000,1,4,2,1,4,2,0,0.00,0,211,243.40,25,0,375.00,1
29,29,V,331.42,17,6.000,1,2,2,2,4,1,0,0.00,0,107,126.62,6,0,375.00,1
29,40,M,496.74,17,6.000,2,3,2,1,5,1,0,0.00,0,100,449.82,330,0,375.00,1
29,35,M,248.80,17,6.000,1,2,2,1,5,2,0,0.00,0,131,450.55,23,0,375.00,1
28,49,V,530.55,16,7.000,2,5,2,2,4,2,0,0.00,0,85,326.93,11,0,375.00,1
28,31,V,435.49,16,7.000,1,3,3,2,5,1,0,0.00,0,130,274.47,22,0,375.00,1
28,31,V,144.28,16,7.000,1,2,1,2,3,1,0,0.00,0,48,93.02,15,0,375.00,1
27,,M,317.15,15,-3.000,2,4,2,1,4,2,0,0.00,0,124,160.13,10,0,375.00,1
26,26,V,915.13,14,-2.000,5,,,,,,0,0.00,0,540,1051.13,78,0,375.00,1
26,,,602.80,14,9.000,2,3,3,4,4,1,0,0.00,0,170,670.48,5,0,375.00,1
24,37,M,407.50,12,11.000,3,,,,,,0,0.00,0,201,385.90,15,0,375.00,1
26,34,M,304.78,14,9.000,3,2,3,1,5,2,0,0.00,0,242,379.27,3,0,375.00,1
25,22,V,298.65,13,10.000,1,,,,,,0,0.00,0,89,222.17,10,0,375.00,1
25,43,M,418.05,13,10.000,1,3,2,1,3,1,0,0.00,0,140,217.47,1,0,375.00,1
25,30,M,1534.04,13,10.000,5,,,,,,0,0.00,0,456,1137.07,1,0,375.00,1
24,28,M,325.50,12,11.000,2,5,2,2,5,1,0,0.00,0,142,223.45,7,0,375.00,1
24,25,V,536.97,12,11.000,1,2,2,1,5,2,0,0.00,0,26,69.47,20,0,375.00,1
134,,,357.67,31,-7.000,2,5,2,1,5,2,198,560.57,3,146,419.90,3,0,375.00,0
106,39,M,16.95,16,8.000,3,6,2,2,5,5,49,43.38,6,63,78.98,8,0,375.00,0
28,47,,14.71,16,7.000,4,4,2,1,4,2,17,11.50,19,23,10.13,11,0,375.00,0
114,34,M,29.55,33,-9.000,3,,,,,,50,110.77,2,74,201.63,4,0,375.00,0
62,41,M,74.17,9,14.000,4,4,1,5,3,1,71,83.35,10,42,26.17,5,0,375.00,0
105,47,M,54.87,19,4.000,2,4,2,3,4,1,131,240.85,4,129,241.30,13,0,375.00,0
105,45,M,8.41,11,13.000,4,1,2,4,3,4,13,22.17,3,15,20.37,3,0,375.00,0
102,50,M,23.39,28,-4.000,2,4,1,3,3,1,3,57.15,0,5,17.98,3,0,375.00,0
85,37,M,11.33,13,10.000,3,2,3,2,5,1,48,91.17,26,50,133.97,45,0,375.00,0
75,29,M,16.58,17,6.000,2,2,2,2,4,1,19,12.77,2,50,40.22,57,0,375.00,0
89,52,M,22.10,14,9.000,2,4,2,5,2,1,48,121.55,0,34,64.90,1,0,375.00,0
26,42,M,21.79,12,11.000,2,3,2,3,4,1,59,80.22,9,57,91.45,49,0,375.00,0
80,45,M,12.15,23,0.000,2,3,1,2,4,1,38,80.52,4,36,59.72,6,0,375.00,0
69,33,V,45.22,24,0.000,2,2,2,1,4,2,116,218.92,66,116,203.00,54,0,375.00,0
75,43,M,40.97,20,7.000,2,3,2,1,3,2,82,183.25,1,93,205.20,6,0,375.00,0
75,60,M,12.28,29,-5.000,2,5,2,3,4,1,17,9.65,3,24,29.43,4,0,375.00,0
75,44,M,19.20,30,0.000,3,3,2,2,4,1,81,81.35,15,61,64.00,17,1,375.00,0
75,44,M,14.47,31,-7.000,4,4,3,5,1,1,12,2.15,20,12,9.93,85,0,375.00,0
58,48,V,17.87,18,6.000,4,4,2,4,4,1,66,15.80,182,55,22.67,241,0,375.00,0
60,26,M,49.97,24,0.000,2,3,3,1,5,2,199,230.70,48,193,366.33,81,0,375.00,0
60,42,M,19.45,25,-1.000,2,3,3,5,3,1,93,53.02,3,64,50.62,2,0,375.00,0
56,22,M,20.92,16,7.000,7,4,1,4,2,1,124,65.42,52,110,64.58,46,0,375.00,0
